file_id,input_path,output_path,field,value,confidence,engine,regionCode,regionName,type,bbox,artifactLocalPath
MX-M3658N_20260813_185228_002.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_002.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_002.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,fill_blank_score_text,15,0.7704259157180786,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,fill_q12_answer_text,56,0.9999831318855286,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,fill_q13_answer_text,78,0.9986284971237183,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,fill_q14_answer_text,99,0.9999229311943054,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,q15_score_text,30,0.9999696612358093,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_003.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_003.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_003.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,fill_blank_score_text,:10,0.8772463798522949,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,fill_q12_answer_text,51,0.5789098963141441,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,fill_q13_answer_text,6,0.9999490976333618,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,fill_q14_answer_text,7,0.7041997313499451,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,q15_score_text,20,0.9997154474258423,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_004.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_004.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_004.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,fill_blank_score_text,5,0.9940091371536255,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,fill_q12_answer_text,10,0.9986473321914673,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,fill_q13_answer_text,20,0.9999586939811707,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,fill_q14_answer_text,30,0.9999619722366333,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,q15_score_text,20,0.9996085166931152,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_005.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_005.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_005.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,fill_blank_score_text,e<>37:10,0.5690090656280518,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,fill_q12_answer_text,八,0.15585799515247345,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,q15_score_text,22,0.9988069534301758,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_006.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_006.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_006.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,fill_blank_score_text,/0,0.6725066304206848,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,fill_q12_answer_text,2C,0.5803194046020508,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,fill_q13_answer_text,2,0.18810485303401947,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,fill_q14_answer_text,4,0.9999228715896606,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,q15_score_text,25,0.999640703201294,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_007.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_007.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_007.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,fill_blank_score_text,5,0.991905689239502,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,fill_q12_answer_text,2,0.9070004820823669,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,fill_q13_answer_text,4,0.9999793767929077,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,q15_score_text,5,0.9944983124732971,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_008.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_008.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_008.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,fill_blank_score_text,5,0.9935305714607239,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,fill_q12_answer_text,√2心~3,0.6711761305729548,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,fill_q13_answer_text,7,0.9998089671134949,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,fill_q14_answer_text,9,0.2158537358045578,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,q15_score_text,12,0.9954134225845337,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_009.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_009.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_009.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,fill_blank_score_text,5,0.9733301401138306,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,fill_q12_answer_text,0公,0.6442458480596542,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,fill_q13_answer_text,12,0.9997017979621887,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,fill_q14_answer_text,7,0.9998847246170044,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,q15_score_text,15,0.9989285469055176,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_010.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_010.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_010.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,fill_blank_score_text,5,0.9964357614517212,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,fill_q14_answer_text,99,0.9975829124450684,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,q15_score_text,0,0.995197594165802,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_011.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_011.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_011.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,fill_blank_score_text,5,0.9945785999298096,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,fill_q12_answer_text,7,0.9232713580131531,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,fill_q13_answer_text,8,0.987930178642273,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,fill_q14_answer_text,9,0.9999251365661621,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,q15_score_text,5,0.9908541440963745,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_012.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_012.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_012.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,fill_blank_score_text,10,0.9665964245796204,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,fill_q12_answer_text,552,0.5705797672271729,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,fill_q14_answer_text,88,0.9987003803253174,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,q15_score_text,20,0.9995067119598389,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_013.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_013.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_013.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,fill_blank_score_text,11,0.739637553691864,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,fill_q12_answer_text,元,0.6054931282997131,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,fill_q13_answer_text,7,0.9995231628417969,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,fill_q14_answer_text,8,0.9993345141410828,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,q15_score_text,12,0.9971057176589966,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_014.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_014.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_014.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,fill_blank_score_text,15,0.841911792755127,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,fill_q12_answer_text,7,0.9983951449394226,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
